code,name,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,total,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,median_income_per_job
SA2,SA2 NAME,Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($)
111021220,Wangi Wangi - Rathmines,0,0.2,0.4,0.1,0.6,0.2,0.5,0.5,0.2,0,0.3,0.1,0.4,0.4,0.3,0.6,0.7,0.1,0.2,6.1,"9,000","144,414","55,293","100,104","43,205","59,382","21,709","8,616","58,092","63,672","26,875","40,839","42,670","16,002","59,107","39,186","34,962","6,664","30,420","35,180"
111021221,West Wallsend - Barnsley - Killingworth,0,0.1,0.3,0.1,0.5,0.2,0.5,0.4,0.2,0,0.2,0.1,0.2,0.5,0.3,0.3,0.7,0,0.2,5.1,"17,743","120,692","58,070","85,649","42,467","51,474","27,138","9,895","59,106","31,396","36,530","31,825","40,444","21,730","57,424","37,435","34,873","5,194","34,880","37,647"
111031222,Adamstown - Kotara,0,0.2,0.4,0.1,0.8,0.3,1.1,1.2,0.3,0.1,0.6,0.2,1,0.9,0.9,1.3,1.5,0.2,0.3,12,"10,407","124,877","64,062","104,971","43,137","41,538","18,514","7,214","73,507","27,490","44,769","39,267","52,505","16,892","75,669","45,146","35,049","10,869","31,541","35,148"
111031223,Beresfield - Hexham,0.1,0.1,0.6,0.1,0.4,0.2,0.5,0.5,0.3,0,0.2,0.1,0.2,0.9,0.3,0.2,0.7,0.1,0.2,5.7,"6,402","108,535","59,524","72,652","35,249","49,058","25,964","8,544","54,692","15,446","33,321","29,907","38,309","15,723","44,096","32,868","30,448","12,220","28,052","30,221"
111031224,Hamilton - Broadmeadow,0,0.1,0.3,0.1,0.5,0.2,0.8,1.2,0.2,0.1,0.4,0.2,0.8,0.8,0.6,1,1.3,0.2,0.2,9.5,"5,250","133,728","57,873","107,990","40,232","45,248","17,043","7,484","59,678","43,795","45,473","30,435","49,012","13,661","65,881","41,753","33,466","6,931","27,857","30,260"
111031225,Lambton - New Lambton,0,0.2,0.5,0.1,0.7,0.4,1.1,1.3,0.3,0.1,0.5,0.2,0.9,0.9,0.9,1.5,1.8,0.2,0.3,12.6,"10,156","130,784","61,927","112,659","45,120","54,503","17,753","7,231","60,091","27,245","47,981","48,545","52,149","16,472","67,304","46,718","39,830","6,698","28,620","37,000"
111031226,Maryland - Fletcher - Minmi,0,0.2,0.8,0.1,0.8,0.4,1.2,1,0.5,0.1,0.5,0.2,0.7,1,0.7,0.9,1.7,0.1,0.5,11.9,"7,169","107,425","64,743","106,084","41,053","54,186","21,385","6,242","61,932","55,120","38,989","33,219","44,890","16,143","65,980","43,801","35,863","7,013","33,107","36,194"
111031227,Mayfield - Warabrook,0,0.1,0.5,0.1,0.6,0.4,0.9,1.1,0.4,0.1,0.4,0.2,0.7,1,0.8,1.1,1.7,0.1,0.4,11.1,"10,994","97,996","56,076","84,861","43,755","48,208","21,965","10,393","57,233","40,700","44,855","22,386","47,798","17,219","63,972","42,502","34,471","7,917","26,361","33,877"
111031228,Merewether - The Junction,0,0.2,0.4,0.1,0.6,0.3,0.8,1.2,0.3,0.1,0.5,0.2,1,0.8,0.7,1.2,1.6,0.2,0.2,11.1,"6,300","131,883","65,013","111,393","40,944","53,615","15,974","6,591","78,373","50,341","43,987","47,791","57,191","17,588","68,719","39,441","33,683","9,993","28,591","34,282"
111031229,Newcastle - Cooks Hill,0.1,0.1,0.3,0.1,0.5,0.2,0.7,1.3,0.2,0.1,0.5,0.2,1,0.8,0.7,1.2,1.3,0.1,0.3,10.2,"9,159","135,794","45,310","100,413","40,784","43,048","14,528","7,166","64,121","26,844","46,078","31,126","47,181","14,742","73,820","35,368","37,294","9,855","24,081","31,166"
111031230,Newcastle Port - Kooragang, np , np , np , np ,0, np , np , np , np , np , np , np , np , np , np , np , np , np , np ,0,np,np,np,np,"3,720",np,np,np,np,np,np,np,np,np,np,np,np,np,np,"26,057"
111031231,Shortland - Jesmond,0,0.1,0.4,0.1,0.4,0.2,0.9,1.1,0.2,0,0.3,0.1,0.4,1,0.3,0.7,1.2,0.1,0.3,8,"3,624","47,443","49,320","66,092","30,845","24,417","15,916","6,114","43,333","27,733","33,124","14,701","30,295","8,897","37,244","18,613","21,437","3,577","14,227","17,878"
111031232,Stockton - Fullerton Cove,0,0.1,0.3,0,0.4,0.2,0.4,0.5,0.2,0,0.2,0.1,0.4,0.5,0.6,0.5,0.6,0.1,0.1,5.3,"23,095","114,740","70,512","74,232","42,527","53,003","15,974","7,390","78,395","52,011","33,191","21,759","56,515","16,767","69,239","40,329","31,752","7,170","32,895","35,665"
111031233,Wallsend - Elermore Vale,0,0.2,0.7,0.1,0.9,0.5,1.3,1.2,0.4,0.1,0.6,0.2,0.8,1.2,0.7,1.2,2.1,0.2,0.4,13.4,"6,548","104,650","59,845","92,557","41,208","54,089","23,399","9,748","50,100","24,769","39,960","29,944","46,500","16,208","60,404","40,152","33,781","10,237","30,139","33,824"
111031234,Waratah - North Lambton,0,0.1,0.4,0.1,0.5,0.2,0.8,1,0.3,0.1,0.3,0.2,0.5,0.9,0.6,1,1.4,0.1,0.3,9.2,"6,314","100,417","56,733","93,494","38,355","45,207","18,947","7,856","48,984","40,015","43,950","19,606","47,053","11,546","61,855","39,536","31,958","4,376","23,322","30,000"
111031235,Wickham - Carrington - Tighes Hill,0,0.1,0.3,0.1,0.4,0.2,0.6,0.8,0.2,0.1,0.3,0.2,0.6,0.6,0.5,0.8,1,0.1,0.2,7.4,"9,105","111,584","53,605","86,377","38,886","49,796","19,715","8,171","65,731","39,964","52,763","24,150","52,027","14,172","70,916","43,396","35,415","10,284","28,670","34,661"
112011236,Ballina,0.1,0.1,0.5,0.1,0.7,0.3,1.2,1.3,0.3,0.1,0.4,0.2,0.5,0.7,0.6,1,1.5,0.1,0.3,10.7,"8,461","78,058","33,053","74,893","34,955","31,210","19,492","7,781","35,247","34,511","18,821","26,633","31,442","13,399","46,832","48,911","33,580","7,982","33,800","26,494"
112011237,Ballina Region,0.4,0.1,0.6,0.1,0.7,0.4,1.2,1,0.3,0.1,0.4,0.2,0.6,0.7,0.6,1.3,1.4,0.2,0.3,11.3,"13,611","82,610","35,959","73,602","38,606","32,984","20,168","7,676","33,451","10,794","25,621","29,360","35,986","16,413","56,039","41,865","33,793","6,330","24,127","27,822"
112011238,Bangalow,0.2,0,0.2,0,0.2,0.2,0.4,0.9,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.4,0.4,0.1,0.1,4.8,"6,755","76,475","20,691","77,208","25,257","31,323","17,200","7,226","22,187","8,200","26,250","17,507","33,432","10,441","39,312","30,170","29,821","9,068","32,543","18,265"
112011239,Brunswick Heads - Ocean Shores,0.1,0,0.2,0,0.3,0.2,0.6,0.9,0.1,0.1,0.2,0.1,0.3,0.4,0.3,0.6,0.7,0.1,0.1,5.8,"7,448","61,708","26,088","64,413","34,633","27,050","17,385","9,417","32,617","6,276","17,232","23,166","29,731","12,261","42,684","36,759","28,351","10,882","30,041","21,249"
112011240,Byron Bay,0.5,0,0.4,0,0.4,0.3,1,3.7,0.1,0.2,0.3,0.3,0.7,1,0.2,0.6,0.6,0.2,0.2,11.1,"3,995","103,359","16,038","64,246","27,136","17,708","13,290","6,343","23,557","9,660","13,908","12,010","25,200","4,250","39,398","28,409","27,117","6,967","15,232","10,354"
112011241,Evans Head,0.1,0,0.2,0,0.3,0.1,0.3,0.3,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0,0.1,3.2,"12,449","78,436","38,203","100,276","38,614","34,639","17,342","8,691","31,013","47,812","26,389","25,349","27,207","13,783","45,896","45,133","32,698","4,795","20,140","27,996"
112011242,Lennox Head - Skennars Head,0.1,0,0.2,0,0.4,0.2,0.7,1,0.1,0.1,0.2,0.2,0.5,0.4,0.4,0.8,0.7,0.1,0.1,6.4,"8,574","89,488","25,838","66,497","36,810","26,062","15,361","8,478","36,961","13,078","30,520","36,882","41,375","13,962","58,667","51,339","31,034","9,007","25,703","26,470"
112011243,Mullumbimby,0.2,0,0.2,0,0.2,0.2,0.6,0.8,0.1,0.2,0.1,0.1,0.3,0.4,0.2,0.6,0.6,0.1,0.1,5.3,"9,337","64,250","18,200","55,582","29,960","20,193","15,742","7,618","24,920","10,100","18,302","22,259","25,715","9,917","33,066","28,422","25,745","7,774","22,215","17,375"
112021244,Casino,0.3,0,0.6,0,0.3,0.2,0.6,0.5,0.3,0,0.2,0.1,0.2,0.4,0.3,0.5,0.8,0.1,0.2,6.6,"12,312","88,411","41,315","69,537","32,979","32,069","26,198","9,111","38,887","38,357","22,118","23,365","38,616","14,246","54,887","41,489","36,906",918,"22,547","33,624"
112021245,Casino Region,0.4,0.1,0.3,0,0.2,0.2,0.3,0.2,0.2,0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0,0.1,3.9,"15,577","66,282","35,616","68,521","40,168","36,311","20,000","6,299","35,392","31,945","22,198","28,805","33,513","16,908","52,103","41,651","34,934",948,"18,830","30,893"
112021246,Goonellabah,0.2,0,0.5,0.1,0.4,0.2,1.2,0.7,0.2,0,0.3,0.2,0.3,0.5,0.5,1,1.2,0.1,0.3,8.4,"15,338","77,554","41,965","78,487","38,212","37,822","24,849","8,879","44,089","50,894","40,343","24,255","40,719","13,172","41,417","45,946","34,272","2,930","31,043","32,431"
112021247,Kyogle,0.2,0,0.2,0,0.3,0.2,0.4,0.2,0.1,0,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0,0.1,3.7,"15,298","76,772","45,670","84,969","44,939","35,600","20,281","8,795","26,954","12,241","17,883","30,031","34,639","16,992","45,778","35,740","32,620","5,411","22,184","29,433"
112021248,Lismore,0.3,0,0.5,0,0.4,0.3,1.2,0.9,0.2,0.1,0.3,0.1,0.4,0.7,0.5,1.1,1.4,0.1,0.4,9.6,"5,567","75,784","41,488","78,443","36,881","36,879","21,952","7,075","44,529","24,376","22,222","21,514","37,040","12,137","51,774","43,466","32,579","2,783","29,550","27,266"
112021249,Lismore Region,0.6,0,0.5,0.1,0.5,0.3,1,0.7,0.3,0.1,0.3,0.1,0.5,0.6,0.5,1.3,1.1,0.1,0.4,9.7,"12,025","79,495","35,223","69,719","36,184","32,883","19,660","6,982","41,707","29,537","26,604","28,176","36,777","14,075","54,616","43,420","33,784","3,614","32,811","28,684"
112031250,Kingscliff - Fingal Head,0.1,0.1,0.3,0.1,0.8,0.3,0.8,1.1,0.2,0.1,0.4,0.3,0.6,0.6,0.4,1,1.1,0.2,0.2,9,"20,730","93,796","39,584","77,043","45,735","38,486","17,992","8,148","38,846","18,602","26,015","29,976","37,442","24,343","59,625","43,753","35,190","10,731","24,426","29,522"
112031251,Murwillumbah,0.2,0,0.2,0,0.3,0.2,0.6,0.6,0.2,0.1,0.2,0.1,0.2,0.4,0.3,0.5,0.7,0.1,0.2,5.2,"12,311","95,495","37,449","72,398","38,200","38,424","24,522","10,052","39,536","8,813","17,115","25,298","33,907","17,157","59,019","28,022","31,229","8,502","19,034","26,822"
112031252,Murwillumbah Region,0.3,0,0.3,0,0.4,0.2,0.6,0.5,0.2,0.1,0.2,0.1,0.3,0.4,0.3,0.5,0.7,0.1,0.2,5.6,"13,366","96,311","29,173","65,892","30,940","31,008","19,783","9,478","39,638","13,329","21,092","21,828","33,759","17,410","59,500","40,804","33,013","9,756","30,784","26,632"
112031253,Pottsville,0.2,0.1,0.4,0.1,0.8,0.3,0.7,1.1,0.2,0.1,0.3,0.2,0.4,0.6,0.4,0.9,1.1,0.2,0.2,8.6,"11,175","90,817","36,079","68,314","37,616","37,956","22,073","10,441","46,277","13,578","22,269","18,079","33,400","17,251","64,159","41,005","30,686","14,153","23,727","28,067"
112031254,Tweed Heads,0.1,0.1,0.5,0.1,1.1,0.4,1.3,1.6,0.4,0.2,0.4,0.4,0.6,1,0.5,0.8,1.6,0.2,0.4,12.1,"6,606","90,165","39,892","62,915","35,380","36,000","22,441","11,295","38,940","25,000","15,691","21,110","29,565","12,373","55,613","37,503","35,889","15,841","22,319","26,386"
112031550,Banora Point,0.1,0.1,0.4,0.1,0.7,0.3,1.3,1.2,0.3,0.1,0.4,0.3,0.4,0.6,0.6,0.7,1.3,0.2,0.3,9.7,"12,454","94,716","37,375","71,544","42,076","42,200","23,656","12,018","45,313","31,974","17,256","27,960","32,811","18,029","54,836","45,212","39,793","14,507","26,338","30,394"
112031551,Terranora - North Tumblegum,0,0,0.1,0,0.2,0.1,0.3,0.3,0.1,0,0.1,0,0.1,0.1,0.1,0.2,0.3,0,0.1,2.2,"11,418","100,602","35,070","87,180","48,360","40,070","23,205","9,644","50,466","30,893","21,476","26,456","26,746","18,601","57,047","41,082","45,283","19,302","19,724","29,981"
112031552,Tweed Heads South,0,0,0.2,0,0.3,0.1,0.6,0.6,0.1,0,0.2,0.1,0.2,0.4,0.2,0.2,0.6,0,0.2,4.3,"11,094","66,734","36,377","59,845","35,888","33,565","27,159","11,149","39,325","17,110","15,691","20,444","23,050","15,615","52,431","41,697","36,447","27,332","21,837","27,037"
113011256,Griffith (NSW),1.8,0,2.6,0.2,0.9,1,1.9,1.4,0.4,0.1,0.4,0.2,0.5,2.8,0.7,1,1.2,0.1,0.4,18.3,"6,885","55,572","54,993","69,044","30,361","41,789","15,313","6,710","30,311","18,223","24,169","19,658","35,360","10,838","51,712","42,845","35,246","5,678","22,870","22,714"
113011257,Griffith Region,1.4,0.1,1.1,0.1,0.5,0.5,0.9,0.6,0.4,0,0.3,0.1,0.5,0.8,0.5,0.7,0.5,0.1,0.2,9.8,"15,600","54,767","49,358","69,247","34,719","36,706","14,952","5,774","27,178","42,332","27,123","25,197","22,671","11,370","49,472","43,550","31,608","2,156","20,642","23,665"
113011258,Leeton,0.5,0.1,1.3,0.1,0.3,0.2,0.5,0.6,0.3,0,0.2,0,0.1,0.5,0.5,0.7,0.5,0,0.2,7,"12,910","82,846","43,585","85,142","39,534","39,226","22,149","6,413","41,908","31,375","23,263","19,119","28,806","10,694","51,442","42,869","33,053","9,071","23,465","29,343"
113011259,Narrandera,0.3,0,0.4,0,0.2,0.1,0.3,0.2,0.1,0,0.1,0,0.1,0.2,0.3,0.3,0.3,0.1,0.1,3.5,"12,121","56,463","35,967","58,288","43,863","42,754","17,930","11,125","28,866","20,026","24,762","14,783","24,181","14,306","63,027","43,457","30,545","2,162","28,248","28,279"
113021260,Tumbarumba,0.4,0,0.2,0.1,0.1,0,0.1,0.2,0.1,0,0,0,0.1,0.1,0.3,0.1,0.1,0,0,2.3,"9,911","81,088","63,936","107,109","18,779","9,411","19,750","5,260","30,988","26,400","21,000","18,100","12,620","11,792","51,281","37,161","26,073","3,920","10,539","23,742"
113021261,Tumut,0.3,0,0.4,0.1,0.4,0.1,0.4,0.4,0.2,0,0.1,0,0.2,0.3,0.3,0.3,0.5,0,0.1,4.3,"40,716","34,067","62,463","110,419","27,920","34,477","20,332","7,726","30,461","44,560","24,100","24,000","46,886","20,605","57,876","39,367","33,528","6,981","22,861","31,842"
113021262,Tumut Region,0.5,0,0.2,0.1,0.2,0,0.2,0.2,0.1, np ,0.1,0,0.1,0.3,0.2,0.2,0.2,0,0.1,3,"23,508","45,536","58,716","114,195","28,455","45,958","16,845","5,352","35,429",np,"24,049","20,675","39,306","13,410","57,731","45,426","35,905","5,441","20,000","29,061"
113031263,Cootamundra,0.5,0,0.2,0.1,0.3,0.1,0.4,0.3,0.3,0,0.1,0,0.2,0.2,0.3,0.3,0.6,0,0.1,4.4,"5,441","80,834","39,000","63,926","27,082","48,892","19,114","6,241","45,806","60,672","22,484","16,356","35,202","13,419","36,598","45,928","31,850","6,430","21,550","24,236"
113031264,Gundagai,0.4,0,0.3,0.1,0.2,0,0.2,0.4,0.1,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0,0,2.7,"7,366","51,109","50,786","73,797","19,470","30,163","20,181","7,619","24,876","19,306","15,683","20,033","34,806","13,222","51,820","38,906","21,237","7,249","17,770","20,250"
113031265,Junee,0.3,0,0.5,0,0.2,0.1,0.2,0.2,0.2,0,0.1,0.1,0.1,0.2,0.4,0.2,0.2,0,0.1,3.5,"6,895","40,846","44,894","75,629","36,313","27,914","17,682","7,532","69,330","25,255","22,136","33,788","23,053","11,959","59,795","41,739","31,625","2,033","26,165","31,200"
113031266,Temora,0.6,0,0.1,0,0.2,0.2,0.4,0.4,0.2,0,0.1,0,0.2,0.1,0.4,0.4,0.3,0.1,0.1,4.2,"4,892","93,764","44,414","109,814","17,495","46,255","18,133","3,894","17,600","25,628","26,950","17,550","29,028","13,891","40,764","36,368","32,287","1,778","27,033","18,720"
113031267,Wagga Wagga - East,0.3,0.1,0.7,0.1,0.9,0.4,1.3,1.1,0.4,0.1,0.4,0.2,0.5,0.7,1,1.4,1.5,0.2,0.4,12.2,"5,727","57,965","54,702","91,193","36,840","46,825","18,369","6,667","46,342","44,935","30,272","38,740","34,956","14,807","58,391","49,421","32,045","2,695","26,725","30,779"
113031268,Wagga Wagga - North,0.1,0,0.2,0,0.2,0.1,0.4,0.3,0.1,0,0.1,0.1,0.2,0.3,0.4,0.5,0.4,0.1,0.1,3.9,"6,834","88,532","61,107","83,905","43,615","51,924","14,893","6,684","48,837","47,035","28,169","26,247","32,578","21,146","68,913","48,344","29,693","3,671","30,436","31,126"
113031269,Wagga Wagga - South,0.3,0.1,1,0.2,1,0.6,1.9,1.5,0.5,0.1,0.4,0.2,0.5,1.1,1.2,1.7,2.1,0.2,0.6,15.9,"6,450","89,307","54,107","87,984","39,980","46,931","20,405","8,311","45,943","42,347","34,430","35,643","33,208","12,936","62,785","49,713","35,007","3,348","33,658","32,861"
113031270,Wagga Wagga - West,0.2,0,0.6,0.1,0.5,0.2,1,0.9,0.3,0.1,0.3,0.1,0.4,0.6,0.7,0.9,1.2,0.1,0.3,8.6,"6,519","88,911","49,737","78,843","34,025","42,342","16,961","9,756","42,320","34,297","23,342","31,507","33,700","10,526","61,399","43,156","28,954","4,822","32,244","27,086"
113031271,Wagga Wagga Region,1.1,0.1,0.6,0.1,0.6,0.5,0.9,0.8,0.6,0.1,0.3,0.1,0.4,0.5,1.1,1.1,1.1,0.1,0.3,10.9,"6,327","72,711","53,761","88,279","36,951","40,922","19,148","5,896","46,421","38,021","27,113","25,718","29,875","13,647","59,591","43,030","32,001","2,525","27,607","28,998"
114011272,Berry - Kangaroo Valley,0.1,0,0.2,0,0.4,0.1,0.4,0.7,0.1,0.1,0.2,0.1,0.3,0.2,0.4,0.5,0.5,0.1,0.2,5,"18,642","128,191","65,974","97,365","38,286","31,692","17,272","8,074","46,011","37,024","22,943","39,825","44,291","20,064","58,084","37,485","32,004","13,348","20,072","28,768"
114011273,Callala Bay - Currarong,0,0,0.1,0,0.2,0,0.2,0.2,0,0,0.1,0,0.1,0.1,0.2,0.2,0.2,0,0.1,2,"14,185","45,932","43,834","65,113","27,310","45,520","19,461","6,204","36,680","6,402","15,659","36,847","48,723","15,956","73,779","47,125","31,956","5,600","23,837","28,817"
114011274,Culburra Beach,0.1,0,0.1,0,0.2,0.1,0.2,0.3,0.1,0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0,0.1,2.7,"16,032","66,093","51,054","81,373","30,610","46,039","23,095","6,675","35,244","42,195","20,143","33,255","34,842","13,818","70,942","46,923","36,928","5,120","18,000","30,000"
114011275,Ettrema - Sassafras - Budawang, np , np , np , np , np , np ,0, np , np , np , np , np , np , np ,0, np ,0, np , np ,0,np,np,np,np,np,np,"40,010",np,np,np,np,np,np,np,"18,410",np,"63,042",np,np,"22,156"
114011276,Huskisson - Vincentia,0,0,0.1,0,0.2,0,0.2,0.3,0.1,0,0.1,0.1,0.1,0.2,0.4,0.3,0.3,0,0.1,2.7,"5,861","108,631","48,414","92,923","36,706","43,275","21,436","11,560","30,090","20,000","29,226","24,292","46,300","17,135","84,753","39,356","31,605","44,490","19,140","34,055"
114011277,North Nowra - Bomaderry,0.2,0,0.5,0.1,0.8,0.2,1.1,1.1,0.3,0.1,0.3,0.1,0.5,0.7,1,0.8,1.3,0.1,0.4,9.9,"19,173","90,501","53,026","72,520","38,414","34,649","21,075","7,962","43,536","32,626","17,928","27,932","43,297","12,989","68,095","38,350","31,711","4,701","22,425","29,501"
114011278,Nowra,0.2,0.1,0.7,0.1,0.8,0.3,1.6,1.5,0.4,0.1,0.4,0.1,0.5,0.9,1.3,0.6,1.7,0.1,0.5,12.4,"17,940","88,820","49,337","67,413","33,573","35,142","20,561","7,619","40,000","26,248","22,290","31,283","36,186","10,907","72,728","40,336","32,890","5,924","20,272","28,799"
114011279,St Georges Basin - Erowal Bay,0.1,0,0.4,0.1,0.7,0.2,0.9,0.9,0.3,0,0.3,0.2,0.3,0.5,0.8,0.5,1.1,0.1,0.3,7.7,"17,092","83,234","49,182","69,130","34,200","28,143","24,643","8,790","25,867","19,020","16,998","28,922","30,023","16,338","65,886","34,000","32,643","11,056","24,174","28,590"
114011280,Sussex Inlet - Berrara,0,0,0.1,0,0.2,0.1,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.2,0.1,0.3,0,0.1,1.8,"8,832","94,798","40,935","67,756","43,815","32,177","20,325","11,845","30,276","10,101","14,654","29,011","28,407","14,098","58,371","45,968","38,244","6,852","22,883","29,087"
114011281,Tomerong - Wandandian - Woollamia,0,0,0.1,0,0.2,0.1,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.2,0.2,0.3,0,0.1,2.3,"11,825","65,688","47,863","68,446","41,600","17,783","25,001","5,346","42,084","20,654","24,844","27,673","42,300","15,821","68,371","43,352","35,486","27,711","23,887","32,696"
114011282,Ulladulla,0.2,0,0.3,0.1,0.7,0.2,1.2,1.5,0.3,0.1,0.3,0.2,0.4,0.5,0.6,0.7,0.9,0.1,0.2,8.9,"20,800","104,480","26,533","70,622","38,696","36,138","22,019","11,101","30,945","22,570","23,019","28,447","30,000","16,345","51,995","40,942","31,121","6,390","24,880","25,472"
114011283,Ulladulla Region,0.1,0,0.1,0,0.3,0.1,0.3,0.4,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0,0.1,3,"15,441","110,870","23,457","66,489","31,647","37,296","23,062","9,148","31,661","14,736","20,854","27,657","25,500","14,529","41,086","41,800","31,652","7,024","25,099","24,561"
114021284,Bowral,0.1,0,0.4,0,0.4,0.3,0.8,0.9,0.2,0.1,0.4,0.2,0.6,0.4,0.4,0.8,0.8,0.1,0.2,7.5,"18,720","86,765","60,000","74,685","39,904","55,371","16,008","7,899","71,037","36,298","28,393","36,048","41,870","15,806","39,564","34,169","33,760","14,110","28,772","28,813"
114021285,Hill Top - Colo Vale,0.1,0,0.4,0.1,0.4,0.2,0.6,0.4,0.3,0,0.2,0.1,0.2,0.3,0.3,0.3,0.5,0,0.2,4.7,"33,000","121,781","54,948","80,381","42,181","56,849","25,675","8,055","66,253","8,543","27,306","33,886","44,888","19,242","66,752","40,175","33,092","13,802","32,474","35,226"
114021286,Mittagong,0.1,0,0.5,0,0.5,0.2,0.7,0.8,0.3,0.1,0.3,0.1,0.4,0.4,0.4,0.7,0.8,0.1,0.3,6.9,"26,158","90,335","57,016","83,969","44,591","57,232","20,991","8,663","50,208","25,946","23,783","35,393","41,760","13,975","53,767","45,407","34,567","19,527","22,858","32,242"
114021287,Moss Vale - Berrima,0.1,0.1,0.5,0,0.5,0.2,0.7,0.9,0.2,0.1,0.2,0.1,0.4,0.4,0.3,0.6,0.7,0.1,0.2,6.8,"14,551","119,154","56,188","79,976","43,706","49,084","22,152","9,085","60,777","24,432","25,446","37,500","32,102","16,152","57,068","41,970","35,446","15,406","29,201","30,364"
114021288,Robertson - Fitzroy Falls,0.1,0,0.1,0,0.2,0.1,0.2,0.2,0.1,0,0.1,0.1,0.2,0.1,0.2,0.3,0.2,0.1,0.1,2.4,"15,535","91,499","74,242","83,211","31,581","42,856","19,000","7,344","53,421","26,590","43,359","34,105","50,836","14,819","65,030","41,336","40,137","15,576","24,282","31,088"
114021289,Southern Highlands,0.1,0,0.2,0,0.3,0.2,0.4,0.5,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.4,0.4,0.1,0.2,4.1,"14,438","94,013","58,259","96,240","38,164","41,611","22,065","6,145","54,062","15,992","30,088","35,854","43,640","11,079","58,364","32,919","35,433","13,305","26,815","28,528"
115011290,Baulkham Hills (East),0,0,0.8,0.1,1,1,1.5,0.8,0.4,0.5,1.3,0.3,2,1.4,0.8,1.5,1.7,0.2,0.5,16.7,"12,670","136,000","68,570","114,760","56,930","64,252","24,515","9,318","51,896","82,412","75,665","50,568","64,483","28,183","68,543","46,010","39,416","12,472","31,984","47,398"
115011291,Baulkham Hills (West) - Bella Vista,0,0,0.8,0.1,1,0.9,1.5,0.9,0.4,0.4,1.2,0.3,1.7,1.2,0.8,1.4,1.6,0.3,0.5,15.6,"14,446","52,511","70,460","134,749","55,633","70,023","21,560","9,328","64,181","71,604","75,966","38,530","58,954","21,329","67,863","34,238","37,536","9,311","32,557","43,326"
115011294,Glenhaven,0,0,0.2,0,0.3,0.3,0.4,0.2,0.1,0.1,0.3,0.1,0.5,0.3,0.2,0.4,0.4,0.1,0.2,4.1,"15,006","91,680","69,999","98,688","64,694","71,666","22,843","10,510","64,868","59,046","55,000","41,110","50,674","28,927","62,950","42,604","35,760","12,604","39,322","41,810"
115011296,West Pennant Hills,0,0,0.4,0.1,0.5,0.6,0.8,0.5,0.2,0.3,0.8,0.2,1.4,0.6,0.4,1,0.9,0.1,0.3,9.3,"28,799","147,427","71,947","137,661","52,385","71,362","18,194","10,692","68,750","72,600","82,453","51,585","54,427","22,024","60,263","26,741","34,963","10,800","27,692","42,053"
115011553,Castle Hill - Central,0,0,0.3,0,0.3,0.4,0.5,0.3,0.1,0.1,0.4,0.1,0.6,0.4,0.2,0.5,0.5,0.1,0.2,5.3,"15,326","97,027","73,288","104,125","53,000","62,500","22,071","11,593","67,530","86,530","67,296","42,459","65,137","21,475","60,567","38,136","38,712","16,161","36,489","42,640"
115011554,Castle Hill - East,0,0,0.1,0,0.2,0.2,0.3,0.1,0,0.1,0.3,0.1,0.4,0.2,0.1,0.3,0.3,0,0.1,3.1,"16,753","116,404","70,719","137,523","49,347","83,305","23,244","8,983","65,415","75,071","65,577","30,615","68,102","29,022","73,237","23,271","35,800","10,315","27,117","43,864"
